id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline,release_year,release_month
385687,Fast X,2023-05-17,"['Action', 'Crime', 'Thriller']",English,7.4,1347.0,8363.473,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",340000000.0,"['Universal Pictures', 'Original Film', 'One Race', 'Perfect Storm Entertainment']",652000000.0,142.0,The end of the road begins.,2023,05
603692,John Wick: Chapter 4,2023-03-22,"['Action', 'Thriller', 'Crime']",English,7.9,2896.0,4210.313,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",90000000.0,"['Thunder Road', '87Eleven', 'Summit Entertainment', 'Studio Babelsberg']",431769198.0,170.0,"No way back, one way out.",2023,03
569094,Spider-Man: Across the Spider-Verse,2023-05-31,"['Action', 'Adventure', 'Animation', 'Science Fiction']",English,8.8,1160.0,2859.047,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",100000000.0,"['Columbia Pictures', 'Sony Pictures Animation', 'Marvel Entertainment', 'Lord Miller', 'Pascal Pictures', 'Arad Productions']",313522201.0,140.0,It's how you wear the mask that matters,2023,05
667538,Transformers: Rise of the Beasts,2023-06-06,"['Action', 'Adventure', 'Science Fiction']",English,7.4,195.0,2453.807,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",200000000.0,"['Skydance', 'Paramount', 'di Bonaventura Pictures', 'Bay Films', 'New Republic Pictures', 'Tom DeSanto/Don Murphy Production', 'Hasbro']",171045464.0,127.0,Unite or fall.,2023,06
447277,The Little Mermaid,2023-05-18,"['Adventure', 'Family', 'Fantasy', 'Romance']",English,6.2,616.0,1448.64,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",250000000.0,"['Walt Disney Pictures', 'Lucamar Productions', 'Marc Platt Productions']",414000000.0,135.0,"Watch and you'll see, some day I'll be, part of your world!",2023,05
76600,Avatar: The Way of Water,2022-12-14,"['Science Fiction', 'Adventure', 'Action']",English,7.7,8493.0,1344.884,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",460000000.0,"['20th Century Studios', 'Lightstorm Entertainment']",2320250281.0,192.0,Return to Pandora.,2022,12
713704,Evil Dead Rise,2023-04-12,"['Thriller', 'Horror']",English,7.1,1597.0,1285.781,"Three siblings find an ancient vinyl that gives birth to bloodthirsty demons that run amok in a Los Angeles apartment building and thrusts them into a primal battle for survival as they face the most nightmarish version of family imaginable.""",15000000.0,"['New Line Cinema', 'Ghost House Pictures', 'Renaissance Pictures', 'Pacific Renaissance Pictures', 'Wild Atlantic Pictures']",141512122.0,96.0,Mommy loves you to death.,2023,04
1018494,Operation Seawolf,2022-10-07,"['War', 'Thriller', 'Action', 'Adventure', 'Mystery', 'Science Fiction', 'Drama']",English,6.0,41.0,1269.136,"During the last days of World War II, Germany, desperate for any last grasp to defeat the allied powers, looked to their last remaining weapons and soldiers. The German Navy and the last remaining U-Boats were formed together for one desperate last mission – a mission to attack the United States Homeland, known as Operation Seawolf. Captain Hans Kessler, a grizzled submarine commander from both World Wars, is called into service to make one mission a success and help turn the tide of the war.",15000.0,['Relis Pic'],23000.0,86.0,Last mission to win this war.,2022,10
447365,Guardians of the Galaxy Vol. 3,2023-05-03,"['Science Fiction', 'Adventure', 'Action']",English,8.1,1932.0,1262.366,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",250000000.0,"['Marvel Studios', 'Kevin Feige Productions']",805801000.0,150.0,Once more with feeling.,2023,05
640146,Ant-Man and the Wasp: Quantumania,2023-02-15,"['Action', 'Adventure', 'Science Fiction']",English,6.5,3229.0,1167.79,"Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",200000000.0,"['Marvel Studios', 'Kevin Feige Productions']",475766228.0,125.0,Witness the beginning of a new dynasty.,2023,02
840326,Sisu,2023-01-27,"['Action', 'War']",Finnish,7.4,656.0,1146.052,"Deep in the wilderness of Lapland, Aatami Korpi is searching for gold but after he stumbles upon Nazi patrol, a breathtaking and gold-hungry chase through the destroyed and mined Lapland wilderness begins.",6200000.0,"['Subzero Film Entertainment', 'Good Chaos', 'Stage 6 Films']",10568631.0,91.0,Vengeance is golden.,2023,01
758323,The Pope's Exorcist,2023-04-05,"['Horror', 'Thriller']",English,7.2,1375.0,1037.514,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.",18000000.0,"['Screen Gems', '2.0 Entertainment', 'Jesus & Mary', 'Worldwide Katz', 'Loyola Productions', 'FFILME.RO']",70204828.0,103.0,"Inspired by the actual files of Father Gabriele Amorth, Chief Exorcist of the Vatican.",2023,04
882569,Guy Ritchie's The Covenant,2023-04-19,"['War', 'Action', 'Thriller']",English,7.7,514.0,917.907,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",55000000.0,"['STX Films', 'Toff Guy Films']",17100000.0,123.0,A bond. A pledge. A commitment.,2023,04
324857,Spider-Man: Into the Spider-Verse,2018-12-06,"['Action', 'Adventure', 'Animation', 'Science Fiction']",English,8.4,13081.0,914.969,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.",90000000.0,"['Columbia Pictures', 'Lord Miller', 'Pascal Pictures', 'Sony Pictures Animation', 'Marvel Entertainment', 'Arad Productions']",375464627.0,117.0,More than one wears the mask.,2018,12
594767,Shazam! Fury of the Gods,2023-03-15,"['Comedy', 'Action', 'Fantasy']",English,6.7,1931.0,829.516,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",125000000.0,"['New Line Cinema', 'The Safran Company', 'DC Films']",133437105.0,130.0,Oh. My. Gods.,2023,03
677179,Creed III,2023-03-01,"['Drama', 'Action']",English,7.3,1563.0,778.998,"After dominating the boxing world, Adonis Creed has been thriving in both his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter who has nothing to lose.",75000000.0,"['Metro-Goldwyn-Mayer', 'Proximity Media', 'Balboa Productions', 'Outlier Society Productions', 'Chartoff-Winkler Productions']",269000000.0,116.0,You can't run from your past.,2023,03
315162,Puss in Boots: The Last Wish,2022-12-07,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy']",English,8.3,5713.0,640.924,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",90000000.0,"['DreamWorks Animation', 'Universal Pictures']",480000000.0,103.0,Say hola to his little friends.,2022,12
934433,Scream VI,2023-03-08,"['Horror', 'Mystery', 'Thriller']",English,7.3,1354.0,556.578,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",35000000.0,"['Radio Silence', 'Project X Entertainment', 'Spyglass Media Group', 'Paramount']",168541093.0,123.0,New York. New rules.,2023,03
634649,Spider-Man: No Way Home,2021-12-15,"['Action', 'Adventure', 'Science Fiction']",English,8.0,17545.0,448.664,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",200000000.0,"['Marvel Studios', 'Pascal Pictures', 'Columbia Pictures']",1921847111.0,148.0,The Multiverse unleashed.,2021,12
91314,Transformers: Age of Extinction,2014-06-25,"['Science Fiction', 'Action', 'Adventure']",English,5.9,7359.0,424.422,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",210000000.0,"['di Bonaventura Pictures', 'Tom DeSanto/Don Murphy Production', 'Ian Bryce Productions', 'Paramount']",1104054072.0,165.0,"This is not war, it's extinction.",2014,06
505642,Black Panther: Wakanda Forever,2022-11-09,"['Action', 'Adventure', 'Science Fiction']",English,7.2,4978.0,422.445,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",250000000.0,['Marvel Studios'],859102154.0,162.0,Forever.,2022,11
436270,Black Adam,2022-10-19,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",English,7.1,5044.0,420.68,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",200000000.0,"['New Line Cinema', 'Flynn Picture Company', 'DC Films', 'Seven Bucks Productions']",393252111.0,124.0,The world needed a hero. It got Black Adam.,2022,10
493529,Dungeons & Dragons: Honor Among Thieves,2023-03-23,"['Adventure', 'Fantasy', 'Comedy']",English,7.5,1661.0,409.568,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",151000000.0,"['Entertainment One', 'Paramount', 'Allspark Pictures', 'Sierra/Affinity']",208177026.0,134.0,No experience necessary.,2023,03
8869,Eight Legged Freaks,2002-07-17,"['Action', 'Comedy', 'Horror', 'Thriller']",English,5.7,1059.0,346.156,"The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley, and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts.",30000000.0,"['Centropolis Entertainment', 'Village Roadshow Pictures', 'NPV Entertainment', 'Electric Entertainment', 'Warner Bros. Pictures']",45867333.0,99.0,Do you hate spiders? Do you really hate spiders? Well they don't like you either.,2002,07
816904,Mummies,2023-01-05,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",Spanish,7.2,312.0,332.645,"Through a series of unfortunate events, three mummies end up in present-day London and embark on a wacky and hilarious journey in search of an old ring belonging to the Royal Family, stolen by ambitious archaeologist Lord Carnaby.",12300000.0,"['Warner Bros. Entertainment España', '4 Cats Pictures', 'Moomios Movie AIE', 'Anangu Grup SL', 'C.O.R.E. Feature Animation', 'Atresmedia']",34200000.0,88.0,Discover a new world.,2023,01
649609,Renfield,2023-04-07,"['Comedy', 'Horror', 'Fantasy']",English,6.8,634.0,328.349,"Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.",65000000.0,"['Skybound Entertainment', 'Universal Pictures', 'Giant Wildcat', 'dentsu']",24187819.0,93.0,Sucks to be him.,2023,04
335988,Transformers: The Last Knight,2017-06-16,"['Action', 'Adventure', 'Science Fiction']",English,6.1,5548.0,327.288,"Autobots and Decepticons are at war, with humans on the sidelines. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth.",217000000.0,"['Paramount', 'di Bonaventura Pictures', 'Ian Bryce Productions', 'Tom DeSanto/Don Murphy Production']",605425157.0,154.0,"For one world to live, the other must die.",2017,06
804150,Cocaine Bear,2023-02-22,"['Thriller', 'Comedy', 'Crime']",English,6.3,1166.0,314.758,"Inspired by a true story, an oddball group of cops, criminals, tourists and teens converge in a Georgia forest where a 500-pound black bear goes on a murderous rampage after unintentionally ingesting cocaine.",32500000.0,"['Universal Pictures', 'Brownstone Productions', 'Lord Miller']",89020092.0,96.0,Get in line.,2023,02
536554,M3GAN,2022-12-28,"['Science Fiction', 'Horror']",English,7.3,2747.0,283.293,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",12000000.0,"['Atomic Monster', 'Blumhouse Productions', 'Divide / Conquer', 'Universal Pictures']",176830912.0,102.0,Friendship has evolved.,2022,12
980078,Winnie the Pooh: Blood and Honey,2023-01-27,"['Horror', 'Thriller']",English,5.7,638.0,263.92,"Christopher Robin is headed off to college and he has abandoned his old friends, Pooh and Piglet, which then leads to the duo embracing their inner monsters.",100000.0,"['Jagged Edge Productions', 'ITN Studios']",5200000.0,84.0,This ain't no bedtime story.,2023,01
646389,Plane,2023-01-12,"['Action', 'Adventure', 'Thriller']",English,6.9,1305.0,256.751,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",25000000.0,"['MadRiver Pictures', 'di Bonaventura Pictures', 'G-BASE', 'Olive Hill Media', 'Riverstone Pictures']",51000000.0,107.0,Survive together or die alone.,2023,01
19995,Avatar,2009-12-15,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",English,7.6,29219.0,250.238,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",237000000.0,"['Dune Entertainment', 'Lightstorm Entertainment', '20th Century Fox', 'Ingenious Media']",2923706026.0,162.0,Enter the world of Pandora.,2009,12
10144,The Little Mermaid,1989-11-17,"['Animation', 'Family', 'Fantasy']",English,7.4,7109.0,243.272,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,40000000.0,"['Walt Disney Pictures', 'Silver Screen Partners IV', 'Walt Disney Feature Animation']",211343479.0,83.0,Somewhere under the sea and beyond your imagination is an adventure in fantasy.,1989,11
700391,65,2023-03-02,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",English,6.2,1205.0,242.493,"65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet.",45000000.0,"['Raimi Productions', 'Beck/Woods', 'Bron Studios', 'Columbia Pictures', 'TSG Entertainment', 'Creative Wealth Media Finance']",55000000.0,92.0,"65 million years ago, prehistoric Earth had a visitor.",2023,03
985939,Fall,2022-08-11,['Thriller'],English,7.3,2932.0,235.862,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",3000000.0,"['Tea Shop Productions', 'Capstone Pictures', 'BuzzFeed Studios']",16120263.0,107.0,Fear reaches new heights.,2022,08
809787,Mafia Mamma,2023-04-13,"['Crime', 'Comedy']",English,6.7,60.0,235.858,"A suburban American woman inherits her grandfather’s Mafia empire and, guided by the Firm’s trusted consigliere, defies everyone’s expectations, including her own, as the new head of the family business.",41000000.0,"['Idea(L)', 'Vocab Films', 'New Sparta Films', 'Ingenious Media', 'Lipsync Productions', 'Cornerstone Films']",3902761.0,101.0,From suburban Mom to mafia Don.,2023,04
663712,Terrifier 2,2022-10-06,"['Horror', 'Thriller']",English,6.9,1236.0,226.935,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",250000.0,"['Dark Age Cinema', 'Fuzz on the Lens Productions', 'Bloody Disgusting']",12400000.0,138.0,Who's laughing now?,2022,10
507086,Jurassic World Dominion,2022-06-01,"['Adventure', 'Action', 'Science Fiction']",English,6.8,4908.0,222.767,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",165000000.0,"['Amblin Entertainment', 'Universal Pictures']",1001978080.0,147.0,The epic conclusion of the Jurassic era.,2022,06
675353,Sonic the Hedgehog 2,2022-04-08,"['Action', 'Adventure', 'Family', 'Comedy']",English,7.6,3989.0,221.257,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",110000000.0,"['Original Film', 'Blur Studio', 'Marza Animation Planet', 'Paramount', 'SEGA']",402656846.0,122.0,Welcome to the next level.,2022,04
631842,Knock at the Cabin,2023-02-01,"['Horror', 'Thriller', 'Mystery']",English,6.4,1535.0,220.998,"While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.",20000000.0,"['Blinding Edge Pictures', 'Universal Pictures', 'FilmNation Entertainment', 'Wishmore', 'Perfect World Pictures', 'dentsu']",54708659.0,100.0,Save your family or save humanity. Make the choice.,2023,02
361743,Top Gun: Maverick,2022-05-24,"['Action', 'Drama']",English,8.3,6965.0,220.473,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",170000000.0,"['Skydance', 'Don Simpson/Jerry Bruckheimer Films', 'Paramount']",1488732821.0,131.0,Feel the need... The need for speed.,2022,05
616037,Thor: Love and Thunder,2022-07-06,"['Fantasy', 'Action', 'Comedy']",English,6.6,6075.0,216.585,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",250000000.0,"['Marvel Studios', 'Kevin Feige Productions']",760928081.0,119.0,The one is not the only.,2022,07
283995,Guardians of the Galaxy Vol. 2,2017-04-19,"['Science Fiction', 'Adventure', 'Action', 'Comedy']",English,7.6,19898.0,206.76,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,200000000.0,['Marvel Studios'],863756051.0,137.0,Obviously.,2017,04
668482,Roald Dahl's Matilda the Musical,2022-11-25,"['Family', 'Comedy', 'Fantasy']",English,6.8,581.0,203.655,"An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.",25000000.0,"['Working Title Films', 'The Roald Dahl Story Company']",13276499.0,117.0,Meet the exception to the rules.,2022,11
724495,The Woman King,2022-09-16,"['Action', 'Drama', 'History']",English,7.8,1542.0,199.915,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",50000000.0,"['TriStar Pictures', 'JuVee Productions', 'Jack Blue Productions', 'Entertainment One', 'Welle Entertainment']",91000000.0,135.0,Her reign begins.,2022,09
381284,Hidden Figures,2016-12-10,"['Drama', 'History']",English,8.1,8699.0,192.58,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",25000000.0,"['Fox 2000 Pictures', 'Levantine Films', 'Chernin Entertainment']",235956898.0,127.0,"Meet the women you don't know, behind the mission you do.",2016,12
453395,Doctor Strange in the Multiverse of Madness,2022-05-04,"['Fantasy', 'Action', 'Adventure']",English,7.4,7544.0,189.332,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",200000000.0,"['Marvel Studios', 'Kevin Feige Productions']",952224986.0,126.0,Enter a new dimension of Strange.,2022,05
568124,Encanto,2021-10-13,"['Animation', 'Comedy', 'Family', 'Fantasy']",English,7.6,8270.0,186.503,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",50000000.0,"['Walt Disney Animation Studios', 'Walt Disney Pictures']",253000000.0,102.0,There's a little magic in all of us ...almost all of us.,2021,10
508947,Turning Red,2022-03-10,"['Animation', 'Family', 'Comedy', 'Fantasy']",English,7.5,4230.0,184.041,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",190000000.0,"['Walt Disney Pictures', 'Pixar']",18879922.0,100.0,Growing up is a beast.,2022,03
414906,The Batman,2022-03-01,"['Crime', 'Mystery', 'Thriller']",English,7.7,8063.0,183.459,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",185000000.0,"['6th & Idaho', 'Dylan Clark Productions', 'DC Films', 'Warner Bros. Pictures']",770945583.0,177.0,Unmask the truth.,2022,03
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,"['Adventure', 'Family', 'Fantasy']",English,7.1,9580.0,181.661,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",180000000.0,"['Walt Disney Pictures', 'Walden Media', 'C.S. Lewis Company']",745013115.0,143.0,Evil Has Reigned For 100 Years...,2005,12
299536,Avengers: Infinity War,2018-04-25,"['Adventure', 'Action', 'Science Fiction']",English,8.3,27040.0,180.25,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",300000000.0,['Marvel Studios'],2052415039.0,149.0,An entire universe. Once and for all.,2018,04
758336,Love Again,2023-05-04,"['Romance', 'Drama', 'Comedy']",English,6.3,61.0,177.35,"Mira Ray, dealing with the loss of her fiancé, sends a series of romantic texts to his old cell phone number… not realizing the number was reassigned to Rob Burns' new work phone. A journalist, Rob is captivated by the honesty in the beautifully confessional texts. When he’s assigned to write a profile of megastar Céline Dion, he enlists her help in figuring out how to meet Mira in person and win her heart.",9000000.0,"['Screen Gems', 'Thunder Road', '2.0 Entertainment']",10000000.0,104.0,Destiny has a plan.,2023,05
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Thriller']",Japanese,8.3,3198.0,175.944,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",15800000.0,"['ufotable', 'Aniplex', 'Shueisha', 'STUDIO MAUSU', 'TOHO']",503063688.0,117.0,"With your blade, bring an end to the nightmare.",2020,10
385128,F9,2021-05-19,"['Action', 'Adventure', 'Crime']",English,7.2,6426.0,172.075,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,200000000.0,"['Original Film', 'One Race', 'Perfect Storm Entertainment', 'Universal Pictures', 'Roth-Kirschenbaum Films']",726229501.0,143.0,Justice is coming.,2021,05
438148,Minions: The Rise of Gru,2022-06-29,"['Animation', 'Comedy', 'Family']",English,7.4,2878.0,171.906,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",85000000.0,"['Universal Pictures', 'Illumination']",939628210.0,87.0,A villain will rise.,2022,06
682507,Where the Crawdads Sing,2022-07-15,"['Mystery', 'Drama', 'Thriller']",English,7.6,1141.0,171.364,"Abandoned by her family, Kya raises herself all alone in the marshes outside of her small town. When her former boyfriend is found dead, Kya is instantly branded by the local townspeople and law enforcement as the prime suspect for his murder.",24000000.0,"['3000 Pictures', 'Hello Sunshine', 'TSG Entertainment', 'Columbia Pictures']",127000000.0,125.0,Secrets are buried just beneath the surface.,2022,07
384018,Fast & Furious Presents: Hobbs & Shaw,2019-08-01,"['Action', 'Adventure', 'Comedy']",English,6.9,6428.0,169.88,"Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",200000000.0,"['Chris Morgan Productions', 'Seven Bucks Productions', 'Universal Pictures']",760098996.0,137.0,Nothing is stronger than family.,2019,08
676710,The Amazing Maurice,2022-12-16,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",English,6.9,84.0,168.888,"Maurice is a streetwise ginger cat who comes up with a money-making scam by befriending a group of self-taught talking rats. When Maurice and the rodents meet a bookworm called Malicia, their little con soon goes down the drain.",17000000.0,"['Ulysses Filmproduktion', 'Cantilever Media', 'Filmförderung Hamburg Schleswig-Holstein', 'MEDIA sub-programme of Creative Europe', 'FFA', 'Narrativia', 'Studio Rakete', 'Squeeze', 'Red Star 3D', 'Viva Films']",3901839.0,93.0,A furry tale about me.,2022,12
102382,The Amazing Spider-Man 2,2014-04-16,"['Action', 'Adventure', 'Fantasy']",English,6.5,12057.0,163.998,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",200000000.0,"['Marvel Entertainment', 'Columbia Pictures', 'Matt Tolmach Productions', 'Arad Productions']",708962323.0,141.0,No more secrets.,2014,04
