id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline,release_year,release_month
680,Pulp Fiction,1994-09-10,"['Thriller', 'Crime']",English,8.5,25297.0,59.408,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",8000000.0,"['Miramax', 'A Band Apart', 'Jersey Films']",214179088.0,154.0,Just because you are a character doesn't mean you have character.,1994,09
1366,Rocky,1976-11-21,"['Drama', 'Romance']",English,7.8,6911.0,59.396,An uneducated collector for a Philadelphia loan shark is given a once-in-a-lifetime opportunity to fight against the world heavyweight boxing champion.,1000000.0,['Winkler Films'],117250402.0,119.0,His whole life was a million-to-one shot.,1976,11
274855,Geostorm,2017-10-13,"['Action', 'Science Fiction', 'Thriller']",English,6.1,4330.0,59.386,"After an unprecedented series of natural disasters threatened the planet, the world's leaders came together to create an intricate network of satellites to control the global climate and keep everyone safe. But now, something has gone wrong: the system built to protect Earth is attacking it, and it becomes a race against the clock to uncover the real threat before a worldwide geostorm wipes out everything and everyone along with it.",120000000.0,"['Twisted Media', 'Skydance', 'RatPac Entertainment', 'Electric Entertainment', 'Warner Bros. Pictures', 'October Pictures']",221600160.0,109.0,Some things were never meant to be controlled.,2017,10
523931,Megalodon,2018-08-10,"['Action', 'Science Fiction', 'Horror', 'TV Movie']",English,5.6,244.0,59.256,"A military vessel on the search for an unidentified submersible finds themselves face to face with a giant shark, forced to use only what they have on board to defend themselves from the monstrous beast.",130178.0,['The Asylum'],5303.0,90.0,Danger Is Rising!,2018,08
297802,Aquaman,2018-12-07,"['Action', 'Adventure', 'Fantasy']",English,6.9,12694.0,59.148,"Once home to the most advanced civilization on Earth, Atlantis is now an underwater kingdom ruled by the power-hungry King Orm. With a vast army at his disposal, Orm plans to conquer the remaining oceanic people and then the surface world. Standing in his way is Arthur Curry, Orm's half-human, half-Atlantean brother and true heir to the throne.",160000000.0,"['Warner Bros. Pictures', 'The Safran Company', 'DC Films']",1148528393.0,143.0,Home Is Calling,2018,12
10681,WALL·E,2008-06-22,"['Animation', 'Family', 'Science Fiction']",English,8.1,17081.0,59.011,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",180000000.0,"['Pixar', 'Walt Disney Pictures']",521311860.0,98.0,"After 700 years of doing what he was built for, he'll discover what he was meant for.",2008,06
166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,"['Adventure', 'Action', 'Fantasy']",English,6.6,10958.0,58.852,"Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",230000000.0,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Infinitum Nihil']",795922298.0,128.0,All pirates must die.,2017,05
57800,Ice Age: Continental Drift,2012-06-27,"['Animation', 'Comedy', 'Adventure', 'Family']",English,6.4,6898.0,58.724,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",95000000.0,"['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']",877244782.0,88.0,The End of the World is Just the Tip of the Iceberg.,2012,06
587807,Tom & Jerry,2021-02-10,"['Comedy', 'Family', 'Animation']",English,6.9,2230.0,58.583,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",50000000.0,"['Warner Bros. Pictures Animation', 'Turner Entertainment', 'The Story Company', 'Warner Bros. Pictures']",136536687.0,101.0,Best of enemies. Worst of friends.,2021,02
76338,Thor: The Dark World,2013-10-30,"['Action', 'Adventure', 'Fantasy']",English,6.5,16071.0,58.581,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",170000000.0,['Marvel Studios'],644783140.0,112.0,Delve into the darkness,2013,10
768362,Missing,2023-01-19,"['Thriller', 'Mystery']",English,7.6,450.0,58.353,"When her mother disappears while on vacation in Colombia with her new boyfriend, June’s search for answers is hindered by international red tape. Stuck thousands of miles away in Los Angeles, June creatively uses all the latest technology at her fingertips to try and find her before it’s too late. But as she digs deeper, her digital sleuthing raises more questions than answers... and when June unravels secrets about her mom, she discovers that she never really knew her at all.",7000000.0,"['Stage 6 Films', 'Search Party', 'Bazelevs Entertainment', 'Screen Gems']",45100756.0,111.0,No one disappears without a trace.,2023,01
12429,Ponyo,2008-07-19,"['Animation', 'Fantasy', 'Family']",Japanese,7.7,3640.0,58.177,"When Sosuke, a young boy who lives on a clifftop overlooking the sea, rescues a stranded goldfish named Ponyo, he discovers more than he bargained for. Ponyo is a curious, energetic young creature who yearns to be human, but even as she causes chaos around the house, her father, a powerful sorcerer, schemes to return Ponyo to the sea.",41677699.0,"['Studio Ghibli', 'TOHO', 'Nippon Television Network Corporation', 'dentsu', 'Hakuhodo DY Media Partners', 'The Walt Disney Company Japan', 'Mitsubishi']",202404009.0,100.0,Welcome to a world where anything is possible.,2008,07
109428,Evil Dead,2013-04-05,['Horror'],English,6.5,4111.0,58.165,"Five young friends find the mysterious and fiercely powerful Book of the Dead, and unable to resist its temptation, release a violent demon on a bloodthirsty quest to possess them all.",17000000.0,"['TriStar Pictures', 'FilmDistrict', 'Ghost House Pictures']",97542952.0,91.0,The most terrifying film you will ever experience.,2013,04
91586,Insidious: Chapter 2,2013-09-12,"['Horror', 'Thriller']",English,6.7,3750.0,58.079,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,5000000.0,"['FilmDistrict', 'Blumhouse Productions', 'Stage 6 Films', 'Entertainment One', 'Alliance Films']",161000000.0,106.0,It will take what you love most.,2013,09
949423,Pearl,2022-09-16,['Horror'],English,7.4,764.0,58.045,"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.",1000000.0,"['A24', 'Little Lamb Productions']",9423445.0,102.0,The X-traordinary origin story.,2022,09
256591,Focus,2015-02-25,"['Romance', 'Comedy', 'Crime', 'Drama']",English,6.9,7182.0,58.039,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",50100000.0,"['K & S Films', 'RatPac Entertainment', 'Zaftig Films', 'Warner Bros. Pictures', 'Di Novi Pictures']",153962963.0,105.0,Never Drop The Con.,2015,02
49026,The Dark Knight Rises,2012-07-16,"['Action', 'Crime', 'Drama', 'Thriller']",English,7.8,20903.0,58.023,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",250000000.0,"['Syncopy', 'Legendary Pictures', 'DC Entertainment', 'Warner Bros. Pictures']",1081041287.0,165.0,The Legend Ends,2012,07
564,The Mummy,1999-04-16,"['Adventure', 'Action', 'Fantasy']",English,6.9,8134.0,57.955,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,80000000.0,"['Universal Pictures', 'Alphaville Films']",415885488.0,124.0,The legend you know. The adventure you have yet to imagine.,1999,04
496243,Parasite,2019-05-30,"['Comedy', 'Thriller', 'Drama']",Korean,8.5,15865.0,57.94,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",11363000.0,['Barunson E&A'],257591776.0,133.0,Act like you own the place.,2019,05
268896,Pacific Rim: Uprising,2018-03-21,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']",English,6.1,4392.0,57.925,"It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.",150000000.0,"['Legendary Pictures', 'Double Dare You Productions']",290061297.0,111.0,Rise up.,2018,03
7980,The Lovely Bones,2009-12-26,"['Fantasy', 'Drama']",English,7.1,4158.0,57.821,"After being brutally murdered, 14-year-old Susie Salmon watches from heaven over her grief-stricken family -- and her killer. As she observes their daily lives, she must balance her thirst for revenge with her desire for her family to heal.",65000000.0,"['WingNut Films', 'DreamWorks Pictures', 'Film4 Productions']",93621340.0,136.0,The story of a life and everything that came after...,2009,12
82690,Wreck-It Ralph,2012-11-01,"['Family', 'Animation', 'Comedy', 'Adventure']",English,7.3,11338.0,57.718,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",165000000.0,"['Walt Disney Animation Studios', 'Walt Disney Pictures']",471222889.0,101.0,The story of a regular guy just looking for a little wreck-ognition.,2012,11
9487,A Bug's Life,1998-11-25,"['Adventure', 'Animation', 'Comedy', 'Family']",English,7.0,8366.0,57.617,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",120000000.0,"['Pixar', 'Walt Disney Pictures']",363258859.0,95.0,An epic presentation of miniature proportions.,1998,11
301528,Toy Story 4,2019-06-19,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",English,7.5,8877.0,57.602,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",175000000.0,"['Walt Disney Pictures', 'Pixar']",1073394593.0,100.0,Get Ready to Hit the Road,2019,06
209112,Batman v Superman: Dawn of Justice,2016-03-23,"['Action', 'Adventure', 'Fantasy']",English,5.9,16813.0,57.483,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",250000000.0,"['Warner Bros. Pictures', 'RatPac Entertainment', 'Atlas Entertainment', 'Cruel & Unusual Films', 'DC Entertainment']",873637528.0,152.0,Justice or revenge,2016,03
9902,Wrong Turn,2003-05-30,"['Horror', 'Thriller']",English,6.3,2327.0,57.434,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",12600000.0,"['DCP Wrong Turn Productions', 'Summit Entertainment', 'Newmarket Capital Group', 'Regency Enterprises', 'Stan Winston Studio', 'Media Cooperation One', 'Constantin Film', '20th Century Fox', 'Don Carmody Productions']",28650575.0,84.0,It's the last one you'll ever take.,2003,05
75780,Jack Reacher,2012-12-20,"['Crime', 'Drama', 'Thriller', 'Action']",English,6.6,6336.0,57.366,"When a gunman takes five lives with six shots, all evidence points to the suspect in custody. On interrogation, the suspect offers up a single note: ""Get Jack Reacher!"" So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",60000000.0,"['Skydance', 'H2L Media ""AKA"" Mutual Film Company', 'H2L Media Group', 'TC Productions', 'Mutual Films', 'Paramount']",218340595.0,130.0,The Law Has Limits. He Does Not.,2012,12
11036,The Notebook,2004-06-25,"['Romance', 'Drama']",English,7.9,10366.0,57.342,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",29000000.0,"['New Line Cinema', 'Avery Pix', 'Gran Via Productions']",115603229.0,123.0,Behind every great love is a great story.,2004,06
260346,Taken 3,2014-12-16,"['Thriller', 'Action']",English,6.2,5236.0,57.24,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",48000000.0,"['EuropaCorp', 'Grive Productions', 'M6', 'TSG Entertainment', '20th Century Fox', 'Fox International Productions', 'Canal+', 'Ciné+']",325771424.0,109.0,It Ends Here,2014,12
522924,The Art of Racing in the Rain,2019-08-08,"['Drama', 'Romance', 'Comedy']",English,8.2,1217.0,57.22,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",18000000.0,"['Original Film', '20th Century Fox', 'Shifting Gears Productions', 'Fox 2000 Pictures', 'Starbucks Entertainment']",33766787.0,109.0,Meet the dog who will show the world how to be human,2019,08
7485,Shooter,2007-03-22,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",English,7.1,4264.0,57.179,"A top Marine sniper, Bob Lee Swagger, leaves the military after a mission goes horribly awry and disappears, living in seclusion. He is coaxed back into service after a high-profile government official convinces him to help thwart a plot to kill the President of the United States. Ultimately double-crossed and framed for the attempt, Swagger becomes the target of a nationwide manhunt. He goes on the run to track the real killer and find out who exactly set him up, and why, eventually seeking revenge against some of the most powerful and corrupt leaders in the free world.",61000000.0,"['Paramount', 'di Bonaventura Pictures', 'Grosvenor Park Impact Productions']",95696996.0,124.0,Yesterday was about honor. Today is about justice.,2007,03
32657,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,"['Adventure', 'Fantasy', 'Family']",English,6.2,6837.0,57.07,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",95000000.0,"['1492 Pictures', 'Sunswept Entertainment', 'Dune Entertainment']",226497209.0,118.0,Worlds collide.,2010,02
652,Troy,2004-05-03,"['Adventure', 'History', 'War', 'Action']",English,7.1,9194.0,56.967,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",175000000.0,"['Warner Bros. Pictures', 'Plan B Entertainment', 'Nimar Studios', 'Radiant Productions', 'Helena Productions', 'Latina Pictures']",497409852.0,163.0,For passion. For honor. For destiny. For victory. For love.,2004,05
406563,Insidious: The Last Key,2018-01-03,"['Horror', 'Mystery', 'Thriller']",English,6.3,2453.0,56.912,"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",10000000.0,"['Stage 6 Films', 'Blumhouse Productions', 'Sony Pictures', 'Universal Pictures']",167885588.0,103.0,Fear comes home.,2018,01
1724,The Incredible Hulk,2008-06-12,"['Science Fiction', 'Action', 'Adventure']",English,6.2,10751.0,56.906,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",150000000.0,"['Marvel Studios', 'Valhalla Motion Pictures']",163712074.0,114.0,You'll like him when he's angry.,2008,06
1824,50 First Dates,2004-02-13,"['Comedy', 'Romance']",English,6.8,6552.0,56.9,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",75000000.0,"['Columbia Pictures', 'Anonymous Content', 'Flower Films', 'Happy Madison Productions']",196482882.0,99.0,Imagine having to win over the girl of your dreams... every friggin' day.,2004,02
823625,Blacklight,2022-02-10,"['Action', 'Thriller']",English,6.3,886.0,56.836,Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.,43000000.0,"['The Solution', 'Zero Gravity Management', 'Film Victoria', 'Lightstream Entertainment', 'Screen Australia']",15400000.0,104.0,They're gonna need more men.,2022,02
578,Jaws,1975-06-20,"['Horror', 'Thriller', 'Adventure']",English,7.7,9233.0,56.824,"When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.",7000000.0,"['Zanuck/Brown Productions', 'Universal Pictures']",470653000.0,124.0,Don't go in the water,1975,06
807356,Watcher,2022-06-03,"['Horror', 'Mystery', 'Thriller']",English,6.6,555.0,56.787,"As a serial killer stalks the city, Julia — a young actress who just moved to town with her husband — notices a mysterious stranger watching her from across the street.",5000000.0,"['Imagenation Abu Dhabi FZ', 'Lost City', 'Spooky Pictures', 'AGC Studios']",2543216.0,96.0,Evil wants to be seen.,2022,06
111,Scarface,1983-12-09,"['Action', 'Crime', 'Drama']",English,8.2,10416.0,56.493,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",25000000.0,['Universal Pictures'],66023329.0,169.0,The world is yours...,1983,12
190859,American Sniper,2014-12-25,"['War', 'Action']",English,7.4,11883.0,56.428,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",58800000.0,"['RatPac Entertainment', 'Village Roadshow Pictures', '22 & Indiana Pictures', 'Malpaso Productions', 'Warner Bros. Pictures', 'Mad Chance']",542307423.0,133.0,The most lethal sniper in U.S. history.,2014,12
913290,Barbarian,2022-09-08,"['Horror', 'Mystery', 'Thriller']",English,6.9,1507.0,56.338,"In town for a job interview, a young woman arrives at her Airbnb late at night only to find that it has been mistakenly double-booked and a strange man is already staying there. Against her better judgement, she decides to stay the night anyway.",4500000.0,"['BoulderLight Pictures', 'Vertigo Entertainment', 'Regency Enterprises', 'Hammerstone Studios', 'Almost Never Films', '20th Century Studios']",45352337.0,103.0,Some stay for a night. Some stay for a week. Some never leave.,2022,09
348,Alien,1979-05-25,"['Horror', 'Science Fiction']",English,8.1,12880.0,56.243,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",11000000.0,"['Brandywine Productions', '20th Century Fox']",104931801.0,117.0,In space no one can hear you scream.,1979,05
9023,Spirit: Stallion of the Cimarron,2002-05-24,"['Western', 'Animation', 'Adventure', 'Comedy', 'Family', 'Drama']",English,7.7,4150.0,56.094,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",80000000.0,"['DreamWorks Animation', 'DreamWorks Pictures']",122563539.0,83.0,Leader. Hero. Legend.,2002,05
1857,The Transformers: The Movie,1986-08-08,"['Animation', 'Science Fiction', 'Action', 'Adventure', 'Family']",English,7.2,426.0,56.008,"The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",6000000.0,"['Hasbro', 'Marvel Productions', 'Sunbow Productions', 'De Laurentiis Entertainment Group', 'Toei Animation']",5849647.0,84.0,Beyond good. Beyond evil. Beyond your wildest imagination.,1986,08
329865,Arrival,2016-11-10,"['Drama', 'Science Fiction', 'Mystery']",English,7.6,16231.0,55.897,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",47000000.0,"['FilmNation Entertainment', 'Lava Bear Films', 'Reliance Entertainment', 'Xenolinguistics', '21 Laps Entertainment', 'Paramount', 'Stage 6 Films']",203388186.0,116.0,Why are they here?,2016,11
6479,I Am Legend,2007-12-12,"['Drama', 'Science Fiction', 'Thriller']",English,7.2,14405.0,55.887,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",150000000.0,"['Village Roadshow Pictures', 'Weed Road Pictures', 'Original Film', 'Warner Bros. Pictures', 'Heyday Films', 'Overbrook Entertainment']",585410052.0,101.0,The last man on Earth is not alone,2007,12
12155,Alice in Wonderland,2010-03-03,"['Family', 'Fantasy', 'Adventure']",English,6.6,12928.0,55.864,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",200000000.0,"['Walt Disney Pictures', 'Roth Films', 'Team Todd', 'Tim Burton Productions', 'The Zanuck Company']",1025467110.0,108.0,You're invited to a very important date.,2010,03
807,Se7en,1995-09-22,"['Crime', 'Mystery', 'Thriller']",English,8.4,18886.0,55.835,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",33000000.0,"['New Line Cinema', 'Juno Pix', 'Cecchi Gori Pictures']",327311859.0,127.0,Seven deadly sins. Seven ways to die.,1995,09
333339,Ready Player One,2018-03-28,"['Science Fiction', 'Adventure', 'Action']",English,7.6,14121.0,55.695,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",175000000.0,"['Amblin Entertainment', 'De Line Pictures', 'Warner Bros. Pictures', 'Farah Films & Management', 'Village Roadshow Pictures', 'Access Entertainment']",607274134.0,140.0,A better reality awaits.,2018,03
14161,2012,2009-10-10,"['Action', 'Adventure', 'Science Fiction']",English,5.8,11123.0,55.556,"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",200000000.0,"['Columbia Pictures', 'Centropolis Entertainment', 'Farewell Productions', 'The Mark Gordon Company']",791217826.0,158.0,We Were Warned.,2009,10
35,The Simpsons Movie,2007-07-25,"['Animation', 'Comedy', 'Family']",English,7.0,7275.0,55.547,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",75000000.0,"['Gracie Films', 'Film Roman', '20th Century Fox Animation', 'The Curiosity Company', '20th Century Fox']",527068851.0,87.0,See our family. And feel better about yours.,2007,07
950,Ice Age: The Meltdown,2006-03-29,"['Animation', 'Family', 'Comedy', 'Adventure']",English,6.7,8912.0,55.501,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",80000000.0,"['20th Century Fox Animation', 'Blue Sky Studios', '20th Century Fox']",660998756.0,91.0,Kiss Your Nuts Goodbye,2006,03
763285,Ambulance,2022-03-16,"['Thriller', 'Action']",English,6.8,1595.0,55.476,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",40000000.0,"['Universal Pictures', 'Bay Films', 'Endeavor Content', 'New Republic Pictures', 'Project X Entertainment']",51783040.0,136.0,It was supposed to be a simple heist.,2022,03
568620,Snake Eyes: G.I. Joe Origins,2021-07-23,"['Action', 'Adventure']",English,6.6,1339.0,55.434,"After saving the life of their heir apparent, tenacious loner Snake Eyes is welcomed into an ancient Japanese clan called the Arashikage where he is taught the ways of the ninja warrior. But, when secrets from his past are revealed, Snake Eyes' honor and allegiance will be tested – even if that means losing the trust of those closest to him.",88000000.0,"['Paramount', 'Metro-Goldwyn-Mayer', 'di Bonaventura Pictures', 'Entertainment One', 'Skydance', 'Hasbro']",36964325.0,121.0,Every warrior has a beginning.,2021,07
351286,Jurassic World: Fallen Kingdom,2018-06-22,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",English,6.5,10202.0,55.18,"Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",170000000.0,"['Amblin Entertainment', 'Universal Pictures']",1310466296.0,129.0,The park is gone.,2018,06
119450,Dawn of the Planet of the Apes,2014-06-26,"['Science Fiction', 'Action', 'Drama', 'Thriller']",English,7.3,10136.0,55.096,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",170000000.0,"['TSG Entertainment', 'Chernin Entertainment', 'Ingenious Media']",710644566.0,130.0,One last chance for peace.,2014,06
637693,Spirit Untamed,2021-05-20,"['Animation', 'Adventure', 'Family', 'Western']",English,7.3,453.0,55.071,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,30000000.0,"['Universal Pictures', 'DreamWorks Animation']",17635215.0,88.0,Adventure awaits.,2021,05
240,The Godfather Part II,1974-12-20,"['Drama', 'Crime']",English,8.6,10913.0,54.99,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",13000000.0,"['Paramount', 'The Coppola Company']",102600000.0,202.0,"I don't feel I have to wipe everybody out, Tom. Just my enemies.",1974,12
764,The Evil Dead,1981-09-10,['Horror'],English,7.3,3444.0,54.932,Five vacationing college students unwittingly resurrect demonic spirits through the Book of the Dead. Now there is no escape. The guilty must be punished.,350000.0,['Renaissance Pictures'],29612367.0,85.0,The Ultimate Experience In Grueling Terror,1981,09
